title,studio,domestic_gross,foreign_gross,year,title_lower,tconst,primary_title,original_title,start_year,runtime_minutes,genres,primary_title_lower,averagerating,numvotes
Ricki and the Flash,TriS,26800000.0,14500000,2015,ricki and the flash,tt3623726,Ricki and the Flash,Ricki and the Flash,2015,101.0,"Comedy,Drama,Music",ricki and the flash,5.9,20932
Carol,Wein.,12700000.0,27600000,2015,carol,tt2402927,Carol,Carol,2015,118.0,"Drama,Romance",carol,7.2,100680
The Lazarus Effect,Rela.,25800000.0,12600000,2015,the lazarus effect,tt2918436,The Lazarus Effect,The Lazarus Effect,2015,83.0,"Horror,Mystery,Sci-Fi",the lazarus effect,5.2,37675
The Water Diviner,WB,4200000.0,34000000,2015,the water diviner,tt3007512,The Water Diviner,The Water Diviner,2014,111.0,"Drama,History,War",the water diviner,7.1,66595
A Walk in the Woods,BG,29500000.0,8000000,2015,a walk in the woods,tt1178665,A Walk in the Woods,A Walk in the Woods,2015,104.0,"Adventure,Biography,Comedy",a walk in the woods,6.3,22033
Ex Machina,A24,25400000.0,11400000,2015,ex machina,tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",ex machina,7.7,424542
Burnt,Wein.,13700000.0,23000000,2015,burnt,tt2503944,Burnt,Burnt,2015,101.0,"Comedy,Drama",burnt,6.6,95988
Room,A24,14700000.0,20700000,2015,room,tt3170832,Room,Room,2015,118.0,"Drama,Thriller",room,8.2,316791
Steve Jobs,Uni.,17800000.0,16700000,2015,steve jobs,tt2080374,Steve Jobs,Steve Jobs,2015,122.0,"Biography,Drama",steve jobs,7.2,138668
Victor Frankenstein,Fox,5800000.0,28500000,2015,victor frankenstein,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",victor frankenstein,6.0,47492
Project Almanac,Par.,22300000.0,10900000,2015,project almanac,tt2436386,Project Almanac,Project Almanac,2015,106.0,"Drama,Mystery,Sci-Fi",project almanac,6.4,71500
Self/Less,Focus,12300000.0,18200000,2015,self/less,tt2140379,Self/less,Self/less,2015,117.0,"Action,Mystery,Sci-Fi",self/less,6.5,80743
Far from the Madding Crowd,FoxS,12200000.0,18000000,2015,far from the madding crowd,tt2935476,Far from the Madding Crowd,Far from the Madding Crowd,2015,119.0,"Drama,Romance",far from the madding crowd,7.1,41099
Mr. Holmes,RAtt.,17700000.0,11600000,2015,mr. holmes,tt3168230,Mr. Holmes,Mr. Holmes,2015,104.0,"Drama,Mystery",mr. holmes,6.9,57976
Love & Mercy,RAtt.,12600000.0,16100000,2015,love & mercy,tt0903657,Love & Mercy,Love & Mercy,2014,121.0,"Biography,Drama,Music",love & mercy,7.4,32238
Irrational Man,SPC,4000000.0,23400000,2015,irrational man,tt3715320,Irrational Man,Irrational Man,2015,95.0,"Comedy,Drama",irrational man,6.6,50303
American Ultra,LGF,14400000.0,12700000,2015,american ultra,tt3316948,American Ultra,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi",american ultra,6.1,76769
Wild Tales,SPC,3100000.0,23900000,2015,wild tales,tt3011894,Wild Tales,Relatos salvajes,2014,122.0,"Comedy,Drama,Thriller",wild tales,8.1,151123
Aloha,Sony,21100000.0,5200000,2015,aloha,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",aloha,5.4,54646
"Love, Rosie",TFA,20400.0,25600000,2015,"love, rosie",tt1638002,"Love, Rosie","Love, Rosie",2014,102.0,"Comedy,Romance","love, rosie",7.2,104983
The 33,WB,12200000.0,12700000,2015,the 33,tt2006295,The 33,The 33,2015,127.0,"Biography,Drama,History",the 33,6.9,32263
Capture the Flag,Par.,6700.0,24600000,2015,capture the flag,tt3896100,Capture the Flag,Atrapa la bandera,2015,94.0,"Adventure,Animation,Comedy",capture the flag,5.9,3121
The Gunman,ORF,10700000.0,13500000,2015,the gunman,tt2515034,The Gunman,The Gunman,2015,115.0,"Action,Crime,Drama",the gunman,5.8,36053
Go Away Mr. Tumor,CL,287000.0,21500000,2015,go away mr. tumor,tt4819514,Go Away Mr. Tumor,Gun dan ba! Zhong liu jun,2015,85.0,"Comedy,Romance",go away mr. tumor,6.6,878
Black or White,Rela.,21600000.0,,2015,black or white,tt2883434,Black or White,Black or White,2014,121.0,Drama,black or white,6.6,10659
Blackhat,Uni.,8000000.0,11600000,2015,blackhat,tt2717822,Blackhat,Blackhat,2015,133.0,"Action,Crime,Thriller",blackhat,5.4,48427
Dope,ORF,17500000.0,480000,2015,dope,tt3850214,Dope,Dope,2015,103.0,"Comedy,Crime,Drama",dope,7.2,76557
While We're Young,A24,7600000.0,9700000,2015,while we're young,tt1791682,While We're Young,While We're Young,2014,97.0,"Comedy,Drama,Mystery",while we're young,6.3,41327
Monkey Kingdom,BV,16399999.0,711000,2015,monkey kingdom,tt3660770,Monkey Kingdom,Monkey Kingdom,2015,81.0,Documentary,monkey kingdom,7.3,3400
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000,2015,scouts guide to the zombie apocalypse,tt1727776,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror",scouts guide to the zombie apocalypse,6.3,40479
Suffragette,Focus,4700000.0,11300000,2015,suffragette,tt3077214,Suffragette,Suffragette,2015,106.0,"Biography,Drama,History",suffragette,6.9,34306
It Follows,RTWC,14700000.0,,2015,it follows,tt3235888,It Follows,It Follows,2014,100.0,"Horror,Mystery",it follows,6.9,182839
Unfinished Business,Fox,10200000.0,4200000,2015,unfinished business,tt2358925,Unfinished Business,Unfinished Business,2015,91.0,"Comedy,Drama",unfinished business,5.4,29004
Unfinished Business,Fox,10200000.0,4200000,2015,unfinished business,tt4998626,Unfinished Business,Unfinished Business,2016,,Horror,unfinished business,7.2,8
Do You Believe?,PFR,13000000.0,1400000,2015,do you believe?,tt4056738,Do You Believe?,Do You Believe?,2015,120.0,Drama,do you believe?,6.1,6462
Do You Believe?,PFR,13000000.0,1400000,2015,do you believe?,tt6960218,Do You Believe?,Do You Believe?,2017,71.0,"Fantasy,Horror",do you believe?,3.8,37
Woodlawn,PFR,14400000.0,,2015,woodlawn,tt4183692,Woodlawn,Woodlawn,2015,123.0,"Drama,Sport",woodlawn,6.5,6070
Strange Magic,BV,12400000.0,1200000,2015,strange magic,tt4191054,Strange Magic,Strange Magic,2015,99.0,"Adventure,Animation,Comedy",strange magic,5.8,9292
Hot Tub Time Machine 2,Par.,12300000.0,767000,2015,hot tub time machine 2,tt2637294,Hot Tub Time Machine 2,Hot Tub Time Machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi",hot tub time machine 2,5.1,34444
Child 44,LG/S,1200000.0,11700000,2015,child 44,tt1014763,Child 44,Child 44,2015,137.0,"Crime,Drama,History",child 44,6.5,59477
We Are Your Friends,WB,3600000.0,7500000,2015,we are your friends,tt3787590,We Are Your Friends,We Are Your Friends,2015,96.0,"Drama,Music,Romance",we are your friends,6.2,32327
Danny Collins,BST,5600000.0,5200000,2015,danny collins,tt1772288,Danny Collins,Danny Collins,2015,106.0,"Biography,Comedy,Drama",danny collins,7.0,27435
A Little Chaos,FCW,558000.0,9500000,2015,a little chaos,tt2639254,A Little Chaos,A Little Chaos,2014,112.0,"Drama,Romance",a little chaos,6.5,18290
The Loft,ORF,6000000.0,4099999,2015,the loft,tt1850397,The Loft,The Loft,2014,108.0,"Mystery,Romance,Thriller",the loft,6.3,46961
Shanghai,Wein.,46400.0,9200000,2015,shanghai,tt1092634,Shanghai,Shanghai,2010,105.0,"Crime,Drama,Mystery",shanghai,6.4,8662
Shanghai,Wein.,46400.0,9200000,2015,shanghai,tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",shanghai,7.2,9047
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000,2015,me and earl and the dying girl,tt2582496,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,2015,105.0,"Comedy,Drama,Romance",me and earl and the dying girl,7.8,112627
Amy,A24,8400000.0,,2015,amy,tt2870648,Amy,Amy,2015,128.0,"Biography,Documentary,Music",amy,7.8,43814
Amy,A24,8400000.0,,2015,amy,tt3007924,Amy,Amy,2013,94.0,Horror,amy,1.9,247
Shaandaar,FIP,522000.0,7800000,2015,shaandaar,tt4007558,Shaandaar,Shaandaar,2015,144.0,"Comedy,Drama,Romance",shaandaar,3.7,4229
Bajrangi Bhaijaan,Eros,8199999.0,,2015,bajrangi bhaijaan,tt3863552,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015,163.0,"Action,Comedy,Drama",bajrangi bhaijaan,8.0,63747
I'll See You In My Dreams,BST,7400000.0,,2015,i'll see you in my dreams,tt3236120,I'll See You in My Dreams,I'll See You in My Dreams,2015,92.0,"Comedy,Drama,Romance",i'll see you in my dreams,6.7,6233
The Green Inferno,BH Tilt,7200000.0,,2015,the green inferno,tt2403021,The Green Inferno,The Green Inferno,2013,100.0,"Adventure,Horror",the green inferno,5.3,33239
Baahubali: The Beginning,BSC,6700000.0,,2015,baahubali: the beginning,tt2631186,Baahubali: The Beginning,Bahubali: The Beginning,2015,159.0,"Action,Drama",baahubali: the beginning,8.1,93243
Bajirao Mastani,Eros,6600000.0,,2015,bajirao mastani,tt3735246,Bajirao Mastani,Bajirao Mastani,2015,158.0,"Action,Drama,History",bajirao mastani,7.2,28438
Little Boy,ORF,6500000.0,,2015,little boy,tt1810683,Little Boy,Little Boy,2015,106.0,"Drama,History,War",little boy,7.4,20945
What We Do in the Shadows,U/P,3500000.0,2800000,2015,what we do in the shadows,tt3416742,What We Do in the Shadows,What We Do in the Shadows,2014,86.0,"Comedy,Horror",what we do in the shadows,7.7,126299
Anomalisa,Par.,3800000.0,1900000,2015,anomalisa,tt2401878,Anomalisa,Anomalisa,2015,90.0,"Animation,Comedy,Drama",anomalisa,7.3,58010
Pawn Sacrifice,BST,2400000.0,3100000,2015,pawn sacrifice,tt1596345,Pawn Sacrifice,Pawn Sacrifice,2014,115.0,"Biography,Drama,Sport",pawn sacrifice,7.0,34942
Serena,Magn.,176000.0,4900000,2015,serena,tt1247690,Serena,Serena,2014,109.0,"Drama,History,Romance",serena,5.4,24288
Serena,Magn.,176000.0,4900000,2015,serena,tt5749696,Serena,Serena,2016,95.0,"Biography,Documentary,Sport",serena,6.7,193
Mr. X,FIP,45000.0,5000000,2015,mr. x,tt3848938,Mr. X,Mr. X,2015,133.0,"Action,Crime,Sci-Fi",mr. x,3.8,1515
Dilwale,UTV,4900000.0,,2015,dilwale,tt4535650,Dilwale,Dilwale,2015,158.0,"Action,Comedy,Romance",dilwale,5.2,28990
Trash,FCW,17500.0,4800000,2015,trash,tt1846800,Trash,Trash,2010,,Action,trash,7.2,8
Trash,FCW,17500.0,4800000,2015,trash,tt1921149,Trash,Trash,2014,114.0,"Adventure,Crime,Drama",trash,7.2,18690
True Story,FoxS,4700000.0,,2015,true story,tt2273657,True Story,True Story,2015,99.0,"Crime,Drama,Mystery",true story,6.3,52063
True Story,FoxS,4700000.0,,2015,true story,tt3114786,True Story,True Story,2015,93.0,Drama,true story,6.6,21
Hamari Adhuri Kahani,FIP,235000.0,4200000,2015,hamari adhuri kahani,tt3483612,Hamari Adhuri Kahani,Hamari Adhuri Kahani,2015,129.0,"Drama,Romance",hamari adhuri kahani,6.7,4643
45 Years,IFC,4200000.0,,2015,45 years,tt3544082,45 Years,45 Years,2015,91.0,"Drama,Romance",45 years,7.1,27914
Escobar: Paradise Lost,RTWC,196000.0,3600000,2015,escobar: paradise lost,tt2515030,Escobar: Paradise Lost,Escobar: Paradise Lost,2014,120.0,"Crime,Drama,History",escobar: paradise lost,6.5,19419
Spare Parts,LGF,3600000.0,,2015,spare parts,tt3233418,Spare Parts,Spare Parts,2015,114.0,Drama,spare parts,7.3,9694
Learning to Drive,BG,3400000.0,,2015,learning to drive,tt3062976,Learning to Drive,Learning to Drive,2014,90.0,"Comedy,Drama,Romance",learning to drive,6.4,6740
By the Sea,Uni.,538000.0,2800000,2015,by the sea,tt3707106,By the Sea,By the Sea,2015,122.0,"Drama,Romance",by the sea,5.3,16206
By the Sea,Uni.,538000.0,2800000,2015,by the sea,tt4301034,By the Sea,A Orillas del Mar,2016,80.0,Drama,by the sea,8.0,33
Sleeping with Other People,IFC,819000.0,2400000,2015,sleeping with other people,tt3165612,Sleeping with Other People,Sleeping with Other People,2015,101.0,"Comedy,Drama,Romance",sleeping with other people,6.5,36105
Jimmy's Hall,SPC,561000.0,2600000,2015,jimmy's hall,tt3110960,Jimmy's Hall,Jimmy's Hall,2014,109.0,"Biography,Drama,History",jimmy's hall,6.7,5241
Dil Dhadakne Do,Eros,3100000.0,,2015,dil dhadakne do,tt4110568,Dil Dhadakne Do,Dil Dhadakne Do,2015,170.0,"Comedy,Drama,Romance",dil dhadakne do,6.8,12754
Ladrones,LGF,3100000.0,,2015,ladrones,tt4296800,Ladrones,Ladrones,2015,97.0,Comedy,ladrones,4.9,239
Tanu Weds Manu Returns,Eros,3000000.0,,2015,tanu weds manu returns,tt2140465,Tanu Weds Manu Returns,Tanu Weds Manu Returns,2015,128.0,"Comedy,Drama,Romance",tanu weds manu returns,7.7,23823
Rock The Kasbah,ORF,3000000.0,,2015,rock the kasbah,tt3164256,Rock the Kasbah,Rock the Kasbah,2015,106.0,"Comedy,Music,War",rock the kasbah,5.5,9587
The End of the Tour,A24,3000000.0,,2015,the end of the tour,tt3416744,The End of the Tour,The End of the Tour,2015,106.0,"Biography,Drama",the end of the tour,7.3,25923
He Named Me Malala,FoxS,2700000.0,97100,2015,he named me malala,tt3065132,He Named Me Malala,He Named Me Malala,2015,88.0,Documentary,he named me malala,6.9,4167
Youth,FoxS,2700000.0,,2015,youth,tt2536448,Youth,Jeunesse,2012,75.0,"Drama,Family",youth,6.6,36
Youth,FoxS,2700000.0,,2015,youth,tt2670524,Youth,Youth,2013,107.0,Drama,youth,6.1,327
Youth,FoxS,2700000.0,,2015,youth,tt3312830,Youth,Youth,2015,124.0,"Comedy,Drama,Music",youth,7.3,64418
Youth,FoxS,2700000.0,,2015,youth,tt5671384,Youth,Youth,2016,124.0,Drama,youth,7.3,11
Youth,FoxS,2700000.0,,2015,youth,tt6654316,Youth,Fang hua,2017,135.0,"Drama,Romance,War",youth,7.1,2221
Chi-Raq,RAtt.,2700000.0,,2015,chi-raq,tt4594834,Chi-Raq,Chi-Raq,2015,127.0,"Comedy,Crime,Drama",chi-raq,5.7,8130
Truth,SPC,2500000.0,,2015,truth,tt1454700,Truth,Truth,2017,80.0,"Drama,History,Thriller",truth,7.1,565
Truth,SPC,2500000.0,,2015,truth,tt1921152,Truth,Truth,2011,99.0,"Drama,Romance",truth,5.8,75
Truth,SPC,2500000.0,,2015,truth,tt2459920,Truth,Truth,2013,94.0,"Drama,Romance,Thriller",truth,5.1,513
Truth,SPC,2500000.0,,2015,truth,tt3859076,Truth,Truth,2015,125.0,"Biography,Drama,History",truth,6.8,17075
Mistress America,FoxS,2500000.0,,2015,mistress america,tt2872462,Mistress America,Mistress America,2015,84.0,"Comedy,Drama",mistress america,6.7,22506
Jem and the Holograms,Uni.,2200000.0,149000,2015,jem and the holograms,tt3614530,Jem and the Holograms,Jem and the Holograms,2015,118.0,"Adventure,Drama,Family",jem and the holograms,4.1,6683
Beloved Sisters,MBox,54000.0,2200000,2015,beloved sisters,tt2790236,Beloved Sisters,Die geliebten Schwestern,2014,138.0,"Drama,History,Romance",beloved sisters,6.1,1284
The Riot Club,IFC,7700.0,2100000,2015,the riot club,tt2717860,The Riot Club,The Riot Club,2014,107.0,"Drama,Thriller",the riot club,6.0,19706
Cake,CLF,2000000.0,,2015,cake,tt3442006,Cake,Cake,2014,102.0,Drama,cake,6.4,33065
Cake,CLF,2000000.0,,2015,cake,tt7715988,Cake,Cake,2018,125.0,"Drama,Mystery,Romance",cake,7.6,581
Clouds of Sils Maria,IFC,1900000.0,,2015,clouds of sils maria,tt2452254,Clouds of Sils Maria,Clouds of Sils Maria,2014,124.0,Drama,clouds of sils maria,6.7,24671
Testament of Youth,SPC,1800000.0,,2015,testament of youth,tt1441953,Testament of Youth,Testament of Youth,2014,129.0,"Biography,Drama,History",testament of youth,7.3,23632
Piku,Yash,1800000.0,,2015,piku,tt3767372,Piku,Piku,2015,123.0,"Comedy,Drama",piku,7.6,24878
The Vatican Tapes,LGF,1800000.0,,2015,the vatican tapes,tt1524575,The Vatican Tapes,The Vatican Tapes,2015,91.0,"Horror,Thriller",the vatican tapes,5.0,14822
Son of Saul,SPC,1800000.0,,2015,son of saul,tt3808342,Son of Saul,Saul fia,2015,107.0,"Drama,War",son of saul,7.5,39232
Janis: Little Girl Blue,FR,410000.0,1200000,2015,janis: little girl blue,tt3707114,Janis: Little Girl Blue,Janis: Little Girl Blue,2015,103.0,"Biography,Documentary,Music",janis: little girl blue,7.4,4485
'71,RAtt.,1300000.0,355000,2015,'71,tt2614684,'71,'71,2014,99.0,"Action,Drama,Thriller",'71,7.2,46103
The Diary of a Teenage Girl,SPC,1500000.0,,2015,the diary of a teenage girl,tt3172532,The Diary of a Teenage Girl,The Diary of a Teenage Girl,2015,102.0,"Comedy,Drama,Romance",the diary of a teenage girl,6.9,27003
Infinitely Polar Bear,SPC,1400000.0,,2015,infinitely polar bear,tt1969062,Infinitely Polar Bear,Infinitely Polar Bear,2014,90.0,"Comedy,Drama,Romance",infinitely polar bear,7.0,13907
99 Homes,BG,1400000.0,,2015,99 homes,tt2891174,99 Homes,99 Homes,2014,112.0,Drama,99 homes,7.1,26699
Welcome Back,Eros,1400000.0,,2015,welcome back,tt1816714,Welcome Back,Welcome Back,2011,49.0,"Documentary,Drama,Family",welcome back,6.7,6
Welcome Back,Eros,1400000.0,,2015,welcome back,tt3159708,Welcome Back,Welcome Back,2015,152.0,"Action,Comedy,Crime",welcome back,4.2,5040
The Salt of the Earth,SPC,1300000.0,,2015,the salt of the earth,tt3674140,The Salt of the Earth,The Salt of the Earth,2014,110.0,"Biography,Documentary,History",the salt of the earth,8.4,17262
Maps to the Stars,FCW,351000.0,988000,2015,maps to the stars,tt2172584,Maps to the Stars,Maps to the Stars,2014,111.0,"Comedy,Drama",maps to the stars,6.2,35049
The Wolfpack,Magn.,1300000.0,,2015,the wolfpack,tt2415458,The Wolfpack,The Wolfpack,2015,90.0,"Biography,Documentary",the wolfpack,7.0,11069
Veteran,CJ,1200000.0,,2015,veteran,tt4768764,Veteran,Beterang,2015,123.0,"Action,Comedy,Crime",veteran,7.0,4049
Goodnight Mommy,RTWC,1200000.0,,2015,goodnight mommy,tt3086442,Goodnight Mommy,Ich seh ich seh,2014,99.0,"Horror,Mystery,Thriller",goodnight mommy,6.7,35640
Black Sea,Focus,1200000.0,,2015,black sea,tt2261331,Black Sea,Black Sea,2014,114.0,"Adventure,Drama,Thriller",black sea,6.4,32021
Miss You Already,RAtt.,1200000.0,,2015,miss you already,tt2245003,Miss You Already,Miss You Already,2015,112.0,"Comedy,Drama,Romance",miss you already,6.8,15583
Where Hope Grows,RAtt.,1200000.0,,2015,where hope grows,tt3200980,Where Hope Grows,Where Hope Grows,2014,95.0,"Drama,Family",where hope grows,6.6,2747
Cartel Land,Orch.,704000.0,422000,2015,cartel land,tt4126304,Cartel Land,Cartel Land,2015,100.0,Documentary,cartel land,7.4,16653
Timbuktu,Cohen,1100000.0,,2015,timbuktu,tt3409392,Timbuktu,Timbuktu,2014,97.0,Drama,timbuktu,7.2,14719
Dior and I,Orch.,1000000.0,,2015,dior and i,tt3539664,Dior and I,Dior et moi,2014,90.0,Documentary,dior and i,7.3,3192
5 Flights Up,FCW,1000000.0,,2015,5 flights up,tt2933544,5 Flights Up,5 Flights Up,2014,88.0,"Comedy,Drama",5 flights up,6.2,7911
Big Stone Gap,PH,1000000.0,,2015,big stone gap,tt3254796,Big Stone Gap,Big Stone Gap,2014,103.0,"Comedy,Romance",big stone gap,5.6,2159
Gett: The Trial of Viviane Amsalem,MBox,988000.0,,2015,gett: the trial of viviane amsalem,tt3062880,Gett: The Trial of Viviane Amsalem,Gett,2014,115.0,Drama,gett: the trial of viviane amsalem,7.7,5535
Boruto: Naruto the Movie,Elev.,920000.0,,2015,boruto: naruto the movie,tt4618398,Boruto: Naruto the Movie,Boruto: Naruto the Movie,2015,95.0,"Action,Adventure,Animation",boruto: naruto the movie,8.0,7105
Mustang,Cohen,845000.0,,2015,mustang,tt3966404,Mustang,Mustang,2015,97.0,Drama,mustang,7.6,30899
Labyrinth of Lies,SPC,794000.0,,2015,labyrinth of lies,tt3825638,Labyrinth of Lies,Im Labyrinth des Schweigens,2014,124.0,"Drama,History",labyrinth of lies,7.3,10435
The D Train,IFC,673000.0,102000,2015,the d train,tt2690138,The D Train,The D Train,2015,101.0,"Comedy,Drama",the d train,5.0,10066
Seymour: An Introduction,IFC,744000.0,,2015,seymour: an introduction,tt2219650,Seymour: An Introduction,Seymour: An Introduction,2014,84.0,"Biography,Documentary,Music",seymour: an introduction,7.5,921
Tangerine,Magn.,702000.0,,2015,tangerine,tt3824458,Tangerine,Tangerine,2015,88.0,"Comedy,Crime,Drama",tangerine,7.1,23133
Red Army,SPC,695000.0,,2015,red army,tt3264102,Red Army,Red Army,2014,84.0,"Biography,Documentary,History",red army,7.6,6140
The Stanford Prison Experiment,IFC,661000.0,,2015,the stanford prison experiment,tt0420293,The Stanford Prison Experiment,The Stanford Prison Experiment,2015,122.0,"Biography,Drama,History",the stanford prison experiment,6.9,32591
The Assassin,WGUSA,633000.0,,2015,the assassin,tt3508840,The Assassin,Ci ke Nie Yin Niang,2015,105.0,"Action,Drama,History",the assassin,6.3,14092
"Kumiko, The Treasure Hunter",Ampl.,623000.0,,2015,"kumiko, the treasure hunter",tt3263614,"Kumiko, the Treasure Hunter","Kumiko, the Treasure Hunter",2014,105.0,Drama,"kumiko, the treasure hunter",6.6,10850
Welcome to Me,Alc,609000.0,,2015,welcome to me,tt2788716,Welcome to Me,Welcome to Me,2014,87.0,"Comedy,Drama",welcome to me,5.9,17259
Freeheld,LGF,573000.0,,2015,freeheld,tt1658801,Freeheld,Freeheld,2015,103.0,"Biography,Drama,Romance",freeheld,6.5,10534
When Marnie Was There,GK,561000.0,,2015,when marnie was there,tt3398268,When Marnie Was There,Omoide no Mânî,2014,103.0,"Animation,Drama,Family",when marnie was there,7.7,24586
Gabbar is Back,Eros,535000.0,,2015,gabbar is back,tt2424988,Gabbar is Back,Gabbar is Back,2015,128.0,Action,gabbar is back,7.2,21092
Let's Get Married,CL,463000.0,,2015,let's get married,tt4572856,Let's Get Married,Zan men jie hun ba,2015,127.0,"Comedy,Romance",let's get married,5.6,140
Bombay Velvet,FIP,451000.0,,2015,bombay velvet,tt2979920,Bombay Velvet,Bombay Velvet,2015,149.0,"Action,Crime,Drama",bombay velvet,5.7,5029
Attack on Titan: Part 1,FUN,450000.0,,2015,attack on titan: part 1,tt2072230,Attack on Titan: Part 1,Shingeki no kyojin,2015,98.0,"Action,Adventure,Drama",attack on titan: part 1,5.1,11020
